time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-07T09:44:38.719Z,35.37766667,-97.92416667,6.41,3.16,ml,99,31,0,0.2,ok,ok2021gudp,2021-04-08T09:47:18.017Z,"2 km SE of Union City, Oklahoma",earthquake,,0.4,0.34,32,reviewed,ok,ok
2021-04-07T09:40:05.286Z,44.2067,-129.3001,10,3.1,ml,,285,3.817,0.38,us,us6000dzlp,2021-04-07T09:51:52.040Z,"off the coast of Oregon",earthquake,14.5,2,0.052,49,reviewed,us,us
2021-04-07T09:20:59.099Z,35.1779,-111.6075,5,3.3,ml,,86,0.388,0.73,us,us6000dzln,2021-04-07T21:00:43.876Z,"4 km ESE of Flagstaff, Arizona",earthquake,2.1,1.8,0.035,110,reviewed,us,us
2021-04-07T08:12:34.896Z,-24.0819,-66.8778,219.54,4.1,mb,,83,1.64,0.74,us,us6000dzlb,2021-04-08T05:50:40.040Z,"58 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.8,15.9,0.261,4,reviewed,us,us
2021-04-07T06:35:37.735Z,59.9737,-153.4532,123.3,2.7,ml,,,,0.72,ak,ak0214giwuet,2021-04-08T05:44:27.040Z,"42 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-04-07T05:13:15.784Z,-3.6213,153.9878,437.17,5.6,mww,,78,1.906,0.95,us,us6000dzkn,2021-04-08T09:51:31.367Z,"206 km ENE of Kokopo, Papua New Guinea",earthquake,10.6,6.3,0.058,29,reviewed,us,us
2021-04-07T04:42:11.026Z,44.2967,-115.1655,14.73,3.2,ml,,66,0.165,0.54,us,usd000esqc,2021-04-10T04:22:34.320Z,"20 km WNW of Stanley, Idaho",earthquake,5,9,0.037,96,reviewed,us,us
2021-04-07T02:55:41.530Z,19.2188333333333,-155.3765,31.47,2.67,md,46,156,,0.11,hv,hv72415297,2021-04-07T12:31:47.274Z,"10 km E of Pāhala, Hawaii",earthquake,0.44,0.66,0.167120736862993,24,reviewed,hv,hv
2021-04-07T02:32:42.190Z,18.0026,-67.059,7,2.53,md,14,119,0.0363,0.08,pr,pr2021097001,2021-04-07T02:55:00.618Z,"3 km NNW of La Parguera, Puerto Rico",earthquake,0.33,0.17,0.18,8,reviewed,pr,pr
2021-04-07T02:25:44.466Z,-31.0506,-71.7598,29.16,4.2,mb,,127,0.39,0.68,us,us6000dzjw,2021-04-07T12:45:30.486Z,"73 km SW of Ovalle, Chile",earthquake,4.7,5,0.264,4,reviewed,us,us
2021-04-07T02:06:07.555Z,41.5002,19.4795,10,4.1,mb,,53,0.943,0.9,us,us6000dzjv,2021-04-07T02:23:16.040Z,"18 km NNW of Shijak, Albania",earthquake,4.8,1.9,0.234,5,reviewed,us,us
2021-04-07T00:03:06.680Z,19.865,-155.810333333333,13.31,2.64,ml,42,149,,0.2,hv,hv72415197,2021-04-12T00:39:07.040Z,"8 km SSW of Waikoloa, Hawaii",earthquake,0.65,0.71,0.146695949657255,15,reviewed,hv,hv
2021-04-06T21:55:47.745Z,31.9044,93.0153,10,4.8,mb,,66,2.73,0.76,us,us6000dzj3,2021-04-06T22:40:43.040Z,"102 km ENE of Nagqu, China",earthquake,7,1.9,0.069,64,reviewed,us,us
2021-04-06T21:48:35.574Z,31.9443,92.9985,10,5,mww,,56,6.676,0.62,us,us6000dzil,2021-04-06T22:08:26.040Z,"103 km ENE of Nagqu, China",earthquake,7.6,1.8,0.098,10,reviewed,us,us
2021-04-06T21:33:23.381Z,12.1838,-87.2967,70.42,4.2,mb,,176,0.576,0.5,us,us6000dzid,2021-04-06T22:04:10.040Z,"35 km SSW of Corinto, Nicaragua",earthquake,5,7.1,0.125,18,reviewed,us,us
2021-04-06T21:25:14.330Z,17.9125,-66.9351,11,2.5,md,13,232,0.1231,0.27,pr,pr2021096002,2021-04-06T21:57:02.205Z,"7 km SSW of Guánica, Puerto Rico",earthquake,0.84,0.7,0.09,9,reviewed,pr,pr
2021-04-06T20:10:36.789Z,38.1636,142.149,45.11,4.2,mb,,143,2.753,0.84,us,us6000dzhz,2021-04-06T20:54:00.040Z,"79 km ESE of Ishinomaki, Japan",earthquake,8.9,9,0.124,22,reviewed,us,us
2021-04-06T20:08:48.377Z,5.8888,126.5214,103.95,5.1,mb,,39,1.501,0.76,us,us6000dzhy,2021-04-09T14:51:35.040Z,"64 km SE of Pondaguitan, Philippines",earthquake,6.7,4.8,0.043,177,reviewed,us,us
2021-04-06T19:36:16.939Z,-5.6896,-80.7383,10,4.8,mb,,126,5.411,0.84,us,us6000dzhr,2021-04-06T19:56:18.040Z,"17 km SSE of Sechura, Peru",earthquake,9.1,1.9,0.062,83,reviewed,us,us
2021-04-06T19:20:39.680Z,41.5113333,-112.8681667,11.24,3.46,ml,41,127,0.3485,0.17,uu,uu60431992,2021-04-10T07:28:39.153Z,"47 km SW of Howell, Utah",earthquake,0.63,0.38,0.132,24,reviewed,uu,uu
2021-04-06T18:01:13.547Z,3.6393,-83.0983,10,4.7,mb,,155,4.745,1.11,us,us6000dzhc,2021-04-06T18:21:49.040Z,"off the coast of Central America",earthquake,5.2,1.9,0.137,19,reviewed,us,us
2021-04-06T17:40:19.357Z,-3.5486,138.6915,61.89,4.6,mb,,73,6.462,0.75,us,us6000dzha,2021-04-06T18:32:27.040Z,"240 km WSW of Abepura, Indonesia",earthquake,9.1,8.5,0.079,51,reviewed,us,us
2021-04-06T17:22:17.324Z,35.2001,59.1835,10,4.4,mb,,72,2.645,0.79,us,us6000dzh4,2021-04-06T18:45:17.040Z,"8 km SSW of Torbat-e Ḩeydarīyeh, Iran",earthquake,4.9,1.9,0.078,50,reviewed,us,us
2021-04-06T16:44:16.001Z,43.0758,145.5718,56.95,4.6,mb,,104,2.075,0.32,us,us6000dzgz,2021-04-06T17:18:28.040Z,"27 km S of Nemuro, Japan",earthquake,7.3,7.4,0.065,71,reviewed,us,us
2021-04-06T15:39:19.280Z,47.8978,145.8469,459.78,4.1,mb,,117,2.296,0.36,us,us6000dzgm,2021-04-06T16:13:44.040Z,"238 km ENE of Dolinsk, Russia",earthquake,10.8,7.4,0.052,102,reviewed,us,us
2021-04-06T15:12:25.588Z,35.631,45.9622,9.03,5.2,mww,,40,0.401,0.54,us,us6000dzgg,2021-04-09T13:46:27.762Z,"1 km NE of Baynjiwayn, Iraq",earthquake,5.4,4.1,0.059,28,reviewed,us,us
2021-04-06T12:40:26.923Z,-29.6395,-178.3703,10,4.8,mb,,111,0.55,0.74,us,us6000dzec,2021-04-06T13:17:44.040Z,"Kermadec Islands, New Zealand",earthquake,8.8,1.9,0.124,22,reviewed,us,us
2021-04-06T12:05:19.193Z,39.1578,-99.198,5,2.7,mb_lg,,72,0.542,0.34,us,us6000dzea,2021-04-06T23:31:33.338Z,"12 km SE of Plainville, Kansas",earthquake,2,2,0.057,79,reviewed,us,us
2021-04-06T11:33:13.740Z,13.5965,-90.6407,45.1,4.1,mb,,108,1.16,0.63,us,us6000dze9,2021-04-12T09:38:11.040Z,"37 km S of Iztapa, Guatemala",earthquake,3.7,11.9,0.076,48,reviewed,us,us
2021-04-06T10:07:46.647Z,-29.6879,-176.6077,10,5.3,mb,,62,1.233,0.45,us,us6000dze0,2021-04-06T10:27:40.040Z,"Kermadec Islands region",earthquake,9,1.8,0.056,107,reviewed,us,us
